Vehicle ,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
1695,65.6625,91.125,68,43.2,14.81481481,56.56046296
1696,14.375,47.69375,72,36.9,59.25925926,46.04560185
1697,82.725,68.90625,90,58.6,55.55555556,71.15736111
1698,53.3625,83.725,63,16.4,55.55555556,54.40861111
1699,68.45,94.85,94,91.8,100,89.82
1700,77.9625,38.1875,20,2.9,44.44444444,36.69888889
1701,14.3625,39.48125,42,91.4,51.85185185,47.81912037
1702,45.6375,20.7625,70,67.7,85.18518519,57.85703704
1703,31.975,67.74375,95,11.1,29.62962963,47.08967593
1704,26.25,83.525,13,48.8,70.37037037,48.38907407
1705,50.6875,36.7375,39,9.8,11.11111111,29.46722222
1706,81.225,55.95625,59,66,74.07407407,67.25106481
1707,20.0875,38.68125,39,94,18.51851852,42.0574537
1708,53.8125,28.06875,82,89.5,37.03703704,58.08365741
1709,46.25,29.88125,38,66.7,25.92592593,41.35143519
1710,98.2125,71.85625,37,3.1,59.25925926,53.88560185
1711,54.7375,57.39375,24,58.2,29.62962963,44.79217593
1712,69.5375,11.26875,47,21.9,33.33333333,36.60791667
1713,75.5625,77.625,38,55.8,44.44444444,58.28638889
1714,39.8,59.46875,20,6.2,92.59259259,43.61226852
1715,89.8375,92.9625,10,16.2,59.25925926,53.65185185
1716,79.4375,63.69375,35,69.3,51.85185185,59.85662037
1717,74.2875,35.45,66,41.5,55.55555556,54.55861111
1718,29.25,71.29375,46,17.2,70.37037037,46.82282407
1719,73.425,41.3875,53,71,74.07407407,62.57731481
1720,92.9625,27.55,61,78.7,77.77777778,67.59805556
1721,82.3875,61.4625,86,63.4,51.85185185,69.02037037
1722,29.2375,87.95625,36,66.9,88.88888889,61.79652778
1723,56.6625,29.2875,97,61.6,37.03703704,56.31740741
1724,35.65,80.0875,47,19.1,85.18518519,53.40453704
1725,18.025,83.2,25,57.8,11.11111111,39.02722222
1726,77.4875,21.28125,100,51.7,44.44444444,58.98263889
1727,56.375,78.79375,64,30.7,33.33333333,52.64041667
1728,56.475,32.15,73,89.2,62.96296296,62.75759259
1729,15.0875,13.775,74,73.1,100,55.1925
1730,68.5625,86.225,40,85.5,14.81481481,59.02046296
1731,89.95,63.525,28,53.6,37.03703704,54.42240741
1732,79.3875,13.16875,59,28,48.14814815,45.54087963
1733,73.25,13.025,62,74.8,55.55555556,55.72611111
1734,55.2125,75.875,19,34.1,74.07407407,51.65231481
1735,47.7625,14.65,97,9.6,92.59259259,52.32101852
1736,22.95,93.95625,92,93.7,70.37037037,74.59532407
1737,91.7625,94.85,41,84.8,85.18518519,79.51953704
1738,61.3375,94.3625,25,87.2,85.18518519,70.61703704
1739,73.85,28.93125,79,16.5,66.66666667,52.98958333
1740,31.1875,9.05625,62,20.8,44.44444444,33.49763889
1741,67.325,25.2375,45,92.5,92.59259259,64.53101852
1742,33.0625,41.34375,15,50.7,22.22222222,32.46569444
1743,92.9125,12.75,83,83.5,29.62962963,60.35842593
1744,77.4,97.53125,51,78.9,40.74074074,69.11439815
1745,65.35,78.39375,75,13.1,70.37037037,60.44282407
1746,27.55,84.2,60,87.1,44.44444444,60.65888889
1747,18.7,45.85625,94,37.8,33.33333333,45.93791667
1748,54.5125,32.63125,89,55.2,85.18518519,63.30578704
1749,28.3375,53.34375,79,75.8,51.85185185,57.66662037
1750,15.275,96.55,59,75,96.2962963,68.42425926
1751,81.175,53.7375,65,78.9,11.11111111,57.98472222
1752,48.7,42.45,82,73.1,48.14814815,58.87962963
1753,40.9,63.625,56,1.7,62.96296296,45.03759259
1754,64.625,8.8875,57,65.8,22.22222222,43.70694444
1755,75.7625,24.3125,34,73.2,70.37037037,55.52907407
1756,74.2375,44.425,48,29.3,100,59.1925
1757,42.9375,58.075,24,33.8,88.88888889,49.54027778
1758,42.1625,97.11875,55,45.6,44.44444444,56.86513889
1759,95.6875,39.525,86,43.2,44.44444444,61.77138889
1760,74.1625,38.96875,40,42.5,59.25925926,50.97810185
1761,21.725,64.9625,80,44.6,14.81481481,45.22046296
1762,58.5125,37.78125,98,9.8,59.25925926,52.67060185
1763,53.7625,83.58125,61,8.9,18.51851852,45.1524537
1764,39.9125,92.90625,26,95.1,44.44444444,59.67263889
1765,65.0125,97.74375,53,60.4,33.33333333,61.89791667
1766,71.1,60.5,77,9.7,40.74074074,51.80814815
1767,12.5875,54.93125,28,4.3,14.81481481,22.92671296
1768,90.95,71,89,77.3,66.66666667,78.98333333
1769,75.425,10.0875,12,77.1,96.2962963,54.18175926
1770,19.8875,99.60625,48,97.2,29.62962963,58.86467593
1771,68.1625,15.1125,69,5.8,62.96296296,44.20759259
1772,91.95,83.525,72,11.8,51.85185185,62.22537037
1773,17.975,11.18125,79,95.1,11.11111111,42.87347222
1774,36.8375,14.0125,73,40.1,55.55555556,43.90111111
1775,56.65,94.7125,14,82.7,22.22222222,54.05694444
1776,48.1625,27.95625,100,31.2,100,61.46375
1777,16.1125,81.04375,84,49.7,29.62962963,52.09717593
1778,57.5875,21.53125,95,12.6,14.81481481,40.30671296
1779,44.375,19.65,56,25.9,51.85185185,39.55537037
1780,71.9875,30.10625,74,11.3,70.37037037,51.55282407
1781,91.775,79.31875,46,34.8,96.2962963,69.63800926
1782,90.5,27.36875,49,68.2,66.66666667,60.34708333
1783,67.05,45.89375,31,40.9,48.14814815,46.59837963
1784,78.85,85.975,51,93,48.14814815,71.39462963
1785,36.6375,11.5625,89,8.4,62.96296296,41.71259259
1786,16.0375,36.625,99,62.5,25.92592593,48.01768519
1787,88.3375,74.5,91,17.8,44.44444444,63.21638889
1788,71.2625,17.44375,10,65.1,62.96296296,45.35384259
1789,92.7375,86.21875,58,51.3,51.85185185,68.02162037
1790,50.85,29.4125,78,76.6,96.2962963,66.23175926
1791,51.4625,14.8625,49,53.2,14.81481481,36.66796296
1792,33.1375,57.5625,99,64.1,85.18518519,67.79703704
1793,37.7125,25.24375,49,33.3,100,49.05125
1794,44.8,68.75,81,51.9,70.37037037,63.36407407
1795,86.375,27.15,17,64.9,81.48148148,55.3812963
1796,40.425,88.3,45,24.1,11.11111111,41.78722222
1797,30.35,78.05,73,75.8,37.03703704,58.84740741
1798,72.8875,19.075,15,10.8,66.66666667,36.88583333
1799,35.325,19.9,35,22,92.59259259,40.96351852
1800,37.4875,42.7625,16,53.5,11.11111111,32.17222222
1801,34.35,71.94375,66,44.2,44.44444444,52.18763889
1802,31.25,33.4,40,17.4,77.77777778,39.96555556
1803,76.0875,97.40625,78,74.2,77.77777778,80.69430556
1804,96.7875,8.45,76,40.4,85.18518519,61.36453704
1805,86.975,38.8875,80,77.6,92.59259259,75.21101852
1806,63.0875,9.45625,58,54.5,77.77777778,52.56430556
1807,29.0125,96.59375,10,38.2,33.33333333,41.42791667
1808,24.85,72.86875,35,72.9,74.07407407,55.93856481
1809,44.0375,88.6625,59,73,25.92592593,58.12518519
1810,82.725,51.75625,48,24.7,55.55555556,52.54736111
1811,20.2125,64.20625,31,43.5,14.81481481,34.74671296
1812,20.2,27.0125,85,38,18.51851852,37.7462037
1813,60.2375,35.4125,55,61.7,48.14814815,52.09962963
1814,96.9,49.80625,39,67.6,100,70.66125
1815,33.7875,87.8625,12,24.6,96.2962963,50.90925926
1816,51.8875,61.51875,17,91.7,18.51851852,48.1249537
1817,30.0625,55.54375,47,59.6,14.81481481,41.40421296
1818,66.0625,81.76875,64,11.5,77.77777778,60.22180556
1819,27.5875,73.5375,61,3.8,48.14814815,42.81462963
1820,13.025,15.30625,29,82.2,18.51851852,31.6099537
1821,27.65,71.7,78,90.9,66.66666667,66.98333333
1822,34.5375,87.59375,66,10,85.18518519,56.66328704
1823,71.3125,39.45,49,26,48.14814815,46.78212963
1824,46.9125,40.75,26,38,18.51851852,34.0362037
1825,14.1375,52.30625,54,54.5,11.11111111,37.21097222
1826,91.625,68.16875,32,71,74.07407407,67.37356481
1827,32.0375,68.56875,24,6.9,85.18518519,43.33828704
1828,45.125,99.55625,21,45.7,40.74074074,50.42439815
1829,15.225,88.00625,32,33.9,18.51851852,37.5299537
1830,65.9875,54.84375,63,85.3,62.96296296,66.41884259
1831,87.4125,12.96875,28,22.5,92.59259259,48.69476852
1832,92.1625,19.86875,68,88,14.81481481,56.56921296
1833,55.9125,92.19375,12,11.5,66.66666667,47.65458333
1834,86.25,28.10625,27,95,29.62962963,53.19717593
1835,17.6,79.8125,77,98,100,74.4825
1836,13.7,58.475,59,52.2,96.2962963,55.93425926
1837,42.3,14.825,68,50.3,48.14814815,44.71462963
1838,55.8125,82.94375,41,22.7,74.07407407,55.30606481
1839,68.9875,77.8125,98,38.1,25.92592593,61.76518519
1840,14.625,39,33,32.4,88.88888889,41.58277778
1841,15.6125,44.93125,71,57.3,18.51851852,41.4724537
1842,80.1375,33.6,91,61.9,44.44444444,62.21638889
1843,26.2375,35.46875,84,88.1,96.2962963,66.02050926
1844,90.6125,38.68125,89,17.6,62.96296296,59.77134259
1845,57.7125,46.51875,52,90.6,11.11111111,51.58847222
1846,21.75,45.38125,15,41.2,25.92592593,29.85143519
1847,62.05,23.29375,35,67.2,96.2962963,56.76800926
1848,26.6125,48.725,17,48.7,37.03703704,35.61490741
1849,33.4625,17.5125,95,46.5,74.07407407,53.30981481
1850,93.7625,62.13125,61,45.3,11.11111111,54.66097222
1851,92.9625,95.34375,78,74.4,66.66666667,81.47458333
1852,21.275,23.475,22,69,62.96296296,39.74259259
1853,94.0375,37.66875,89,86.9,48.14814815,71.15087963
1854,95.2875,88.71875,61,47.7,92.59259259,77.05976852
1855,23.1375,96.725,87,28.9,29.62962963,53.07842593
1856,97.575,8.9625,45,63.9,40.74074074,51.23564815
1857,53.725,89.1,18,63.2,29.62962963,50.73092593
1858,33.05,75.56875,23,74.8,48.14814815,50.91337963
1859,87.425,74.2375,50,94.4,88.88888889,78.99027778
1860,23.5125,11.41875,36,90.3,62.96296296,44.83884259
1861,16.275,74.8125,44,69.1,22.22222222,45.28194444
1862,24.7625,50.49375,70,48.6,44.44444444,47.66013889
1863,98.2875,35.8625,14,42.5,66.66666667,51.46333333
1864,72.775,35.7625,73,7,66.66666667,51.04083333
1865,51.675,93.375,34,30.3,44.44444444,50.75888889
1866,46.6,42.975,68,43,92.59259259,58.63351852
1867,51.35,22.19375,71,43.9,74.07407407,52.50356481
1868,78.2875,58.85625,58,22.8,100,63.58875
1869,42.925,33.85625,99,98.5,29.62962963,60.78217593
1870,14.1875,66.53125,53,14.4,40.74074074,37.77189815
1871,99.125,97.675,24,66.7,40.74074074,65.64814815
1872,55.125,54.80625,12,84.1,70.37037037,55.28032407
1873,45.75,66.875,55,66.9,25.92592593,52.09018519
1874,82.4125,57.80625,10,85.7,59.25925926,59.03560185
1875,56.4125,49.43125,86,5.2,55.55555556,50.51986111
1876,94.675,92.05625,35,80.9,59.25925926,72.37810185
1877,56.9,29.0875,66,5,70.37037037,45.47157407
1878,81.575,99.48125,78,52.7,85.18518519,79.38828704
1879,13.6125,67.64375,54,99.4,37.03703704,54.33865741
1880,98.75,35.99375,12,34.8,100,56.30875
1881,44.85,83.425,26,39.7,96.2962963,58.05425926
1882,66.975,98.45,24,26,40.74074074,51.23314815
1883,96.575,66.7625,83,53.2,40.74074074,68.05564815
1884,56.8875,19.43125,32,51.3,66.66666667,45.25708333
1885,79.2,25.575,28,44,66.66666667,48.68833333
1886,37.25,70.70625,59,12.8,55.55555556,47.06236111
1887,47.4875,37.68125,69,80.6,81.48148148,63.2500463
1888,68.675,25.41875,92,90.4,22.22222222,59.74319444
1889,80.5,62.86875,92,75.6,85.18518519,79.23078704
1890,53.5625,74.55,88,84.4,51.85185185,70.47287037
1891,43.5,31.2375,62,57.5,88.88888889,56.62527778
1892,95.6375,76.60625,69,61.5,92.59259259,79.06726852
1893,13.375,79.7125,22,29.7,59.25925926,40.80935185
1894,93.65,39.225,32,89.9,29.62962963,56.88092593
1895,61.05,98.8875,27,58.9,100,69.1675
1896,81.7625,38.08125,50,19.4,70.37037037,51.92282407
1897,18.0875,71.8375,42,89.4,81.48148148,60.5612963
1898,39.5875,64.45625,72,82.3,22.22222222,56.11319444
1899,96.2625,56.59375,25,5.3,62.96296296,49.22384259
1900,47.9375,75.1625,22,35.2,48.14814815,45.68962963
1901,21.425,53.4,43,45.8,18.51851852,36.4287037
1902,82.1875,17.35,68,34,29.62962963,46.23342593
1903,72.2375,79.5875,89,69.9,18.51851852,65.8487037
1904,87.875,19.65,58,53.7,81.48148148,60.1412963
1905,73.525,86.66875,94,73.8,66.66666667,78.93208333
1906,35.475,91.20625,19,97,66.66666667,61.86958333
1907,34.3125,89.98125,87,96.5,48.14814815,71.18837963
1908,92.95,42.09375,24,20.2,81.48148148,52.1450463
1909,22.0625,83.91875,58,87.9,96.2962963,69.63550926
1910,79.5,24.10625,39,97.9,77.77777778,63.65680556
1911,26.075,67.09375,95,46.4,33.33333333,53.58041667
1912,15.175,59.0875,53,32.8,92.59259259,50.53101852
1913,91.3,7.625,86,89.7,29.62962963,60.85092593
1914,85.15,12.775,22,31.5,70.37037037,44.35907407
1915,16.6625,61.88125,70,50.1,62.96296296,52.32134259
1916,45.45,66.25,54,82.1,85.18518519,66.59703704
1917,84.05,49.425,50,74.1,96.2962963,70.77425926
1918,45.7625,26.025,25,11.7,37.03703704,29.10490741
1919,84.0875,37.73125,99,71.4,92.59259259,76.96226852
1920,54.9,23.1875,50,32.2,51.85185185,42.42787037
1921,23.45,53.9625,55,38.2,29.62962963,40.04842593
1922,90.9875,53.24375,72,81.1,48.14814815,69.09587963
1923,26.4875,19.4125,99,66.9,62.96296296,54.95259259
1924,38.4375,31.03125,19,47.7,29.62962963,33.15967593
1925,98.7375,32.325,54,22.2,85.18518519,58.48953704
1926,46.8125,10.31875,21,32.1,29.62962963,27.97217593
1927,61.6625,44.625,50,52.1,100,61.6775
1928,53.9375,82.50625,89,57.5,37.03703704,63.99615741
1929,51.5375,71.2625,75,67.9,14.81481481,56.10296296
1930,16.2,61.85625,56,81.3,62.96296296,55.66384259
1931,92.85,38.4625,25,39.4,96.2962963,58.40175926
1932,12.6875,56.26875,98,62.1,81.48148148,62.1075463
1933,95.225,50.525,42,43,29.62962963,52.07592593
1934,79.0375,75.71875,19,9,62.96296296,49.14384259
1935,61.5,61.68125,15,14.9,81.48148148,46.9125463
1936,37.4875,20.03125,71,71.3,92.59259259,58.48226852
1937,29.5,65.6,92,54.3,74.07407407,63.09481481
1938,28.875,9.19375,42,47.4,14.81481481,28.45671296
1939,94.775,90.30625,84,89.7,92.59259259,90.27476852
1940,69.6125,43.6625,37,62.9,22.22222222,47.07944444
1941,41.35,38.875,81,59.5,55.55555556,55.25611111
1942,66.7375,48.09375,65,18.7,92.59259259,58.22476852
1943,95.8375,22.775,88,84.3,85.18518519,75.21953704
1944,54.9,44.225,19,3.7,51.85185185,34.73537037
1945,88,37.53125,68,57.9,59.25925926,62.13810185
1946,53.8625,52.56875,85,73.2,81.48148148,69.2225463
1947,83.95,25.03125,82,25.1,33.33333333,49.88291667
1948,19.3875,35.96875,29,44.5,11.11111111,27.99347222
1949,94.9,57.625,53,77.4,74.07407407,71.39981481
1950,91.5375,99.40625,58,99,62.96296296,82.18134259
1951,71.275,52.775,24,9.3,40.74074074,39.61814815
1952,87,23.875,76,34.1,37.03703704,51.60240741
1953,53.6,7.4625,84,57.2,59.25925926,52.30435185
1954,52.3,26.03125,90,29.8,11.11111111,41.84847222
1955,32.175,78.65625,91,20.5,92.59259259,62.98476852
1956,63.15,57.075,24,64.6,62.96296296,54.35759259
1957,74.6,67.93125,38,97.4,22.22222222,60.03069444
1958,18.5125,39.41875,31,52.9,66.66666667,41.69958333
1959,44.5875,22.5,71,94,92.59259259,64.93601852
1960,26.5625,19.775,42,18.8,14.81481481,24.39046296
1961,16.4,34.75625,53,32.3,29.62962963,33.21717593
1962,64.1125,61.95,68,85.9,18.51851852,59.6962037
1963,19.9125,77.8375,51,69.8,29.62962963,49.63592593
1964,97.8125,84.43125,62,39,37.03703704,64.05615741
1965,72.775,61.05,24,62.5,59.25925926,55.91685185
1966,96,95.7375,17,40.4,25.92592593,55.01268519
1967,58.9125,81.46875,10,74.5,11.11111111,47.19847222
1968,45.8375,81.64375,72,99.1,96.2962963,78.97550926
1969,47.5875,46.94375,32,7.7,22.22222222,31.29069444
1970,71.325,70.5125,95,62.3,77.77777778,75.38305556
1971,71.4,45.16875,80,95.5,77.77777778,73.96930556
1972,76.1625,98.10625,32,20,48.14814815,54.88337963
1973,22.9875,83.85625,55,8.3,33.33333333,40.69541667
1974,18.75,6.73125,44,31.7,77.77777778,35.79180556
1975,22.1875,85.9125,100,20.2,66.66666667,58.99333333
1976,37.2125,97.23125,18,58.7,22.22222222,46.67319444
1977,73.7,76.40625,21,68.9,25.92592593,53.18643519
1978,48.35,28.84375,26,52.1,51.85185185,41.42912037
1979,51.175,10.675,90,23.8,11.11111111,37.35222222
1980,76.0625,99.8125,68,51.8,96.2962963,78.39425926
1981,32.8125,48.73125,84,71.5,22.22222222,51.85319444
1982,22.8125,86.28125,62,81.2,14.81481481,53.42171296
1983,66.1125,36.0375,67,69.9,29.62962963,53.73592593
1984,75.7,72.075,100,34,85.18518519,73.39203704
1985,86.25,83.20625,60,90.4,22.22222222,68.41569444
1986,93.4375,6.8,94,13.1,81.48148148,57.7637963
1987,56.2625,56.08125,98,56.6,85.18518519,70.42578704
1988,21.65,10.425,70,24.7,100,45.355
1989,41.2375,18.2,16,17.7,11.11111111,20.84972222
1990,93.75,63.675,11,15.8,62.96296296,49.43759259
1991,38.6125,91.23125,18,24.6,81.48148148,50.7850463
1992,26.825,88.35,100,70.5,59.25925926,68.98685185
1993,38.225,41.34375,48,3,14.81481481,29.07671296
1994,43.35,72.15625,88,75.7,25.92592593,61.02643519
1995,56.8375,37.3125,78,8.8,25.92592593,41.37518519
1996,19.325,51.01875,32,38.4,96.2962963,47.40800926
1997,71.1125,96.48125,77,18,22.22222222,56.96319444
1998,20.2625,81.83125,22,82.8,11.11111111,43.60097222
1999,87.3875,6.56875,50,62.7,14.81481481,44.29421296
2000,22.2,22.09375,94,70.3,55.55555556,52.82986111
2001,61.525,40.35625,18,40.1,51.85185185,42.36662037
2002,60.8125,94.84375,37,22.8,29.62962963,49.01717593
2003,53.125,88.725,85,31.9,37.03703704,59.15740741
2004,73.15,23.5875,31,66.4,37.03703704,46.23490741
2005,47.95,74.95,34,35.5,88.88888889,56.25777778
2006,55.0625,35.04375,82,80.9,96.2962963,69.86050926
2007,57,22.58125,34,25.6,74.07407407,42.65106481
2008,25.475,92.075,17,79.3,18.51851852,46.4737037
2009,70.4125,12.06875,62,24.4,74.07407407,48.59106481
2010,30.9125,70.91875,97,19.4,85.18518519,60.68328704
2011,24.225,39.4375,73,6.2,37.03703704,35.97990741
2012,79.6,11.60625,42,95.7,70.37037037,59.85532407
2013,60.575,41.66875,59,83.6,14.81481481,51.93171296
2014,21.975,20.0375,33,16.7,62.96296296,30.93509259
2015,84.175,33.7375,58,12.9,40.74074074,45.91064815
2016,35.4625,80.18125,46,22.5,37.03703704,44.23615741
2017,84.35,57.3375,95,47.7,92.59259259,75.39601852
2018,22.3875,42.55,95,34,55.55555556,49.89861111
2019,23.825,65.275,42,15.3,88.88888889,47.05777778
2020,88.825,92.61875,30,12.1,100,64.70875
2021,44.625,33.8375,11,96.8,92.59259259,55.77101852
2022,72.85,63.6375,14,38.5,37.03703704,45.20490741
2023,31.9125,26.5875,41,17.9,18.51851852,27.1837037
2024,76.6875,92.11875,45,3.4,29.62962963,49.36717593
2025,99.3375,14.45625,61,17,48.14814815,47.98837963
2026,77.625,97.31875,12,58,18.51851852,52.6924537
2027,56.725,51.35,49,3.4,18.51851852,35.7987037
2028,87.8875,98.76875,16,97.8,25.92592593,65.27643519
2029,22.675,56.45625,95,93.7,48.14814815,63.19587963
2030,77.85,79.075,12,42.9,44.44444444,51.25388889
2031,88.3375,50.14375,84,6.8,14.81481481,48.81921296
2032,42.6,23.54375,33,21.6,40.74074074,32.29689815
2033,78.55,55.78125,36,22.7,100,58.60625
2034,98.3,74.84375,40,53,92.59259259,71.74726852
2035,23.7125,30,66,31.4,29.62962963,36.14842593
2036,62.1875,48.875,94,63.8,48.14814815,63.40212963
2037,24.15,96.38125,33,60.2,92.59259259,61.26476852
2038,14.2875,54.275,98,62.2,44.44444444,54.64138889
2039,14.8875,95.38125,61,91.5,70.37037037,66.62782407
2040,77.5875,18.40625,60,47.3,85.18518519,57.69578704
2041,44.85,58.45625,57,89,40.74074074,58.00939815
2042,16.1125,64.5,26,51.5,44.44444444,40.51138889
2043,29.0625,90.85625,76,15.9,77.77777778,57.91930556
2044,41.825,11.875,56,16.6,92.59259259,43.77851852
2045,99.9875,56.45625,65,68.5,40.74074074,66.13689815
2046,23.125,73.66875,68,64.7,59.25925926,57.75060185
2047,19.7875,76.0875,12,88.6,62.96296296,51.88759259
2048,49.7625,26.0625,77,17.8,96.2962963,53.38425926
2049,36.9875,7.225,56,27.9,66.66666667,38.95583333
2050,29.7375,12.84375,37,59.5,70.37037037,41.89032407
2051,69.625,51.51875,69,41.8,85.18518519,63.42578704
2052,57.8875,97.80625,79,3.8,66.66666667,61.03208333
2053,15.8,52.475,34,82.9,62.96296296,49.62759259
2054,24.5375,33.1875,98,61.9,55.55555556,54.63611111
2055,78.875,96.125,100,24.7,59.25925926,71.79185185
2056,36.25,52.575,60,14.6,81.48148148,48.9812963
2057,88.2625,87.125,87,28,96.2962963,77.33675926
2058,87.6,70.65,59,1.7,92.59259259,62.30851852
2059,66.3125,29.99375,24,8,48.14814815,35.29087963
2060,88.8125,58.5875,76,83.1,33.33333333,67.96666667
2061,81.9375,31.84375,84,63.4,40.74074074,60.38439815
2062,37.775,77.7875,44,76.9,37.03703704,54.69990741
2063,63.6875,50.56875,70,93.1,81.48148148,71.7675463
2064,70.6625,93.425,21,4,66.66666667,51.15083333
2065,80.925,27.29375,85,53.8,40.74074074,57.55189815
2066,36.4375,50.4875,99,74.9,37.03703704,59.57240741
2067,91.025,30.88125,30,98.4,22.22222222,54.50569444
2068,47.375,51.95,76,15.8,74.07407407,53.03981481
2069,43.175,94.19375,40,38.5,51.85185185,53.54412037
2070,96.6,85.04375,39,30.3,70.37037037,64.26282407
2071,61.575,90.85625,81,2.5,77.77777778,62.74180556
2072,48.6125,20.3125,42,9.4,29.62962963,29.99092593
2073,93.6,42.91875,84,66.1,25.92592593,62.50893519
2074,98.4125,9.75,46,59.1,29.62962963,48.57842593
2075,68.4375,80.68125,13,28,74.07407407,52.83856481
2076,77.7625,13.09375,32,88.1,96.2962963,61.45050926
2077,23.9625,35.275,21,67.6,96.2962963,48.82675926
2078,49.9125,20.80625,89,72.1,81.48148148,62.6600463
2079,24,38.44375,98,86.1,44.44444444,58.19763889
2080,94.075,54.575,10,96.3,51.85185185,61.36037037
2081,82.225,15.73125,99,73.1,48.14814815,63.64087963
2082,46.6625,56.8625,18,15.9,48.14814815,37.11462963
2083,79.475,34.2875,52,83.6,33.33333333,56.53916667
2084,66.6125,73.88125,46,95.4,33.33333333,63.04541667
2085,39.2875,79.05,55,44.4,70.37037037,57.62157407
2086,23.975,41.825,39,86.1,11.11111111,40.40222222
2087,66.1875,31.525,62,63.7,55.55555556,55.79361111
2088,72.4,30.10625,87,19.4,11.11111111,44.00347222
2089,67.2125,85.825,59,28.3,55.55555556,59.17861111
2090,41.5625,41.475,47,41.1,62.96296296,46.82009259
2091,50.525,29.43125,91,15.5,77.77777778,52.84680556
2092,75.2375,53.21875,11,9,88.88888889,47.46902778
2093,15.6375,48.4125,84,36.7,37.03703704,44.35740741
2094,14.175,95.9,59,60.2,70.37037037,59.92907407
2095,64.9125,60.95625,41,19,51.85185185,47.54412037
2096,16.85,28.14375,81,20.6,85.18518519,46.35578704
2097,94.1625,72.825,96,24.4,51.85185185,67.84787037
2098,83.925,94.29375,78,54,40.74074074,70.19189815
2099,34.225,20.6375,54,44.8,59.25925926,42.58435185
2100,31.1875,11.85625,76,72.7,25.92592593,43.53393519
2101,76.7,78.19375,16,57.8,51.85185185,56.10912037
2102,43.075,33.39375,91,21,55.55555556,48.80486111
2103,67.425,46.0375,88,23.1,96.2962963,64.17175926
2104,85.4125,7.20625,26,10.5,22.22222222,30.26819444
2105,67.2125,59.28125,26,49.4,96.2962963,59.63800926
2106,43.575,60.65,50,11.1,81.48148148,49.3612963
2107,67.4625,94.7375,53,85.2,59.25925926,71.93185185
2108,77.825,40.63125,42,30.1,18.51851852,41.8149537
2109,29.45,64.00625,50,73.2,96.2962963,62.59050926
2110,80.7,76.38125,63,63.9,59.25925926,68.64810185
2111,59.125,64.5875,68,82,18.51851852,58.4462037
2112,94.25,91.4375,17,14.9,40.74074074,51.66564815
2113,93.9375,82.54375,46,70.4,55.55555556,69.68736111
2114,64.225,83.675,74,30.2,77.77777778,65.97555556
2115,42.3875,65.43125,14,69,74.07407407,52.97856481
2116,95.6875,85.18125,17,39.6,55.55555556,58.60486111
2117,87.5875,8.24375,64,79.7,22.22222222,52.35069444
2118,22.5625,89.975,59,79,25.92592593,55.29268519
2119,83.7125,64.84375,83,96.2,48.14814815,75.18087963
2120,61.575,64.875,39,84.7,92.59259259,68.54851852
2121,17.375,87.075,72,5.1,85.18518519,53.34703704
2122,64.5125,37.00625,43,35.1,88.88888889,53.70152778
2123,52.0125,67.05625,27,94.3,22.22222222,52.51819444
2124,51.4125,14.79375,36,9.5,81.48148148,38.6375463
2125,30.35,57.75,97,39,92.59259259,63.33851852
2126,79.5125,6.38125,25,65.6,81.48148148,51.5950463
2127,96.3625,61.60625,87,40.7,44.44444444,66.02263889
2128,44.2,91.25625,26,50.7,33.33333333,49.09791667
2129,94.5625,54.75625,29,81.1,74.07407407,66.69856481
2130,19.9625,36.1625,94,81,62.96296296,58.81759259
2131,60.0375,69.9875,23,7.3,88.88888889,49.84277778
2132,66.55,69.90625,44,82.5,48.14814815,62.22087963
2133,40.6125,20.325,73,50,85.18518519,53.82453704
2134,51.825,98.5125,66,87.8,29.62962963,66.75342593
2135,35.075,22.43125,41,32.2,33.33333333,32.80791667
2136,54.3,37.69375,77,70.1,48.14814815,57.44837963
2137,86.5875,30.05,21,62.7,37.03703704,47.47490741
2138,89.375,64.1,13,98.1,70.37037037,66.98907407
2139,46.175,76.8625,29,80.4,70.37037037,60.56157407
2140,97.5875,85.74375,100,3.1,88.88888889,75.06402778
2141,32.1,25.38125,10,9,100,35.29625
2142,13.225,97.7875,58,19.6,18.51851852,41.4262037
2143,20.1375,77.725,41,29.8,62.96296296,46.32509259
2144,45.8625,34.0375,18,27.7,92.59259259,43.63851852
2145,47.2,50.56875,25,48.5,25.92592593,39.43893519
2146,27.4,27.25,26,64.7,14.81481481,32.03296296
2147,82.2375,46.83125,24,35.8,40.74074074,45.92189815
2148,91.575,59.6375,35,3.6,81.48148148,54.2587963
2149,88.5375,6.98125,83,45.4,11.11111111,47.00597222
2150,60.975,72.4625,88,26.7,88.88888889,67.40527778
2151,97.8625,20.04375,63,7.1,33.33333333,44.26791667
2152,41.225,10,85,38.9,40.74074074,43.17314815
2153,30.9375,65.69375,96,35.5,14.81481481,48.58921296
2154,34.2125,57.03125,17,46.9,18.51851852,34.7324537
2155,94.3625,12.99375,40,37.7,96.2962963,56.27050926
2156,16.5375,70.66875,100,65.4,59.25925926,62.37310185
2157,60.2375,37.8125,15,83.8,51.85185185,49.74037037
2158,48.65,22.6875,19,6.5,62.96296296,31.96009259
2159,49.725,50.34375,65,85,14.81481481,52.97671296
2160,63.525,38.90625,80,50.3,92.59259259,65.06476852
2161,14.075,11.61875,58,62,14.81481481,32.10171296
2162,72.725,33.24375,47,50.3,18.51851852,44.3574537
